Sitio,Grupo,Tipo,Fecha,Transecto,Bloque,Numero,SHJ_ID,FVE_ID,DFM_ID,Final_ID,Codigo,Largo,Swab,Dedo,Recap,Foto,Muerto,Notas,sample_date,year
DB-C,Laguna,C,08/10/22,4,D,470,scitsa,scitsa,boapel,boapel,0030,2.4,Y,Y,N,439,NA,NA,2022-10-08,2022
DB-C,Laguna,C,08/10/22,4,D,471,barpul,barpul,barpul,barpul,0030,2.7,Y,Y,N,451,NA,NA,2022-10-08,2022
DB-N,Laguna,N,10/10/22,1,C,472,boapel,boapel,boapel,boapel,0040,4,Y,Y,N,472,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,1,C,473,priach,priach,priach,priach,0040,3.1,Y,Y,N,473,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,1,D,474,priach,priach,priach,priach,0040,1.7,Y,Y,N,474,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,2,A,475,barpul,barpul,barpul,barpul,0040,2.3,Y,Y,N,475,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,2,C,476,boapel,boapel,boapel,boapel,0040,5.3,Y,Y,N,476,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,2,C,477,barpul,barpul,barpul,barpul,0040,2.5,Y,Y,N,475,muerto,murio,2022-10-10,2022
DB-N,Laguna,N,10/10/22,2,D,478,scitsa,scitsa,boapel,boapel,0040,4.2,Y,Y,N,478,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,2,D,479,boapel,boapel,boapel,boapel,0040,4.3,Y,Y,N,476,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,3,C,480,barpul,barpul,barpul,barpul,0040,2.2,Y,Y,N,480,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,3,C,481,priach,priach,priach,priach,0040,3.6,Y,Y,N,481,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,3,D,482,barpul,barpul,barpul,barpul,0040,2.5,Y,Y,N,475,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,3,D,483,barpul,barpul,barpul,barpul,0040,5.1,Y,Y,N,476,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,4,B,484,priach,priach,priach,priach,0040,4.3,Y,Y,N,473,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,4,C,485,priach,priach,priach,priach,0040,2.3,Y,Y,N,485,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,4,C,486,scitsa,scisug,boapel,boapel,0040,2.6,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,4,C,487,priach,priach,priach,priach,0040,3,Y,Y,N,487,NA,NA,2022-10-10,2022
DB-N,Laguna,N,10/10/22,4,D,488,barpul,barpul,barpul,barpul,0040,2.3,Y,Y,N,475,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,1,A,489,scitsa,scitsa,boapel,boapel,0030,2.4,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,1,A,490,scitsa,scitsa,boapel,boapel,0030,1.9,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,1,B,491,scitsa,scitsa,boapel,boapel,0030,2.1,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,1,C,492,priach,priach,priach,priach,0030,4.5,Y,Y,N,473,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,2,A,493,scitsa,scitsa,boapel,boapel,0030,2.3,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,2,C,494,scitsa,scitsa,boapel,boapel,0030,2.5,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,2,C,495,scitsa,scitsa,boapel,boapel,0030,3.8,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,2,C,496,scitsa,scitsa,boapel,boapel,0030,2.3,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,2,D,497,scitsa,boa?,boapel,boapel,0030,2.7,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,3,A,498,scitsa,priach,boapel,boapel,0030,2.7,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,3,B,499,scitsa,priach,boapel,boapel,0030,2.3,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,4,C,500,scitsa,priach,boapel,boapel,0030,3.5,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-C,Laguna,C,10/10/22,4,D,501,scitsa,priach,boapel,boapel,0030,3.5,Y,Y,N,486,NA,NA,2022-10-10,2022
DB-N,Laguna,N,12/10/22,2,A,502,barpul,barpul,barpul,barpul,0040,2,Y,Y,N,502,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,2,B,503,priach,priach,priach,priach,0040,2.3,Y,Y,N,503,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,2,B,504,boapel,boapel,boapel,boapel,0040,4.6,Y,Y,N,504,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,2,C,505,priach,priach,priach,priach,0040,3.4,Y,Y,N,505,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,2,D,506,boapel,boapel,boapel,boapel,0040,4.5,Y,Y,N,506,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,3,A,507,priach,priach,priach,priach,0040,4.2,Y,Y,N,507,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,3,B,508,priach,priach,priach,priach,0040,2.7,Y,Y,N,505,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,3,B,509,priach,priach,priach,priach,0040,3.5,Y,Y,N,509,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,3,B,510,priach,priach,priach,priach,0040,2.3,Y,Y,N,505,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,3,C,511,priach,priach,priach,priach,0040,4.2,Y,Y,N,507,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,3,C,512,barpul,barpul,priach,priach,0040,2.3,Y,Y,N,502,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,4,C,513,scitsa,scitsa,boapel,boapel,0040,3.5,Y,Y,N,R88,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,4,C,514,priach,priach,priach,priach,0040,2.3,Y,Y,N,509,NA,NA,2022-10-12,2022
DB-N,Laguna,N,12/10/22,4,D,515,priach,priach,priach,priach,0040,3.7,Y,Y,N,505,NA,NA,2022-10-12,2022
DB-C,Laguna,C,12/10/22,2,A,516,scitsa,scitsa,boapel,boapel,0030,2.6,Y,Y,N,R88,NA,NA,2022-10-12,2022
DB-C,Laguna,C,12/10/22,2,A,517,scitsa,scitsa,boapel,boapel,0030,2.5,Y,Y,N,R88,NA,NA,2022-10-12,2022
DB-C,Laguna,C,12/10/22,2,B,518,scitsa,scitsa,boapel,boapel,0030,2.7,Y,Y,N,R88,NA,NA,2022-10-12,2022
DB-C,Laguna,C,12/10/22,2,D,519,scitsa,scitsa,boapel,boapel,0030,2.5,Y,Y,N,R88,NA,NA,2022-10-12,2022
DB-C,Laguna,C,12/10/22,4,A,520,boapel,boapel,boapel,boapel,0030,5.4,Y,Y,N,520,NA,NA,2022-10-12,2022
DG-B,Gavilanes,B,06/11/22,1,A,521,cralon,cralon,cralon,cralon,0005,2.6,Y,Y,N,521,NA,NA,2022-11-06,2022
DG-B,Gavilanes,B,06/11/22,1,B,522,priach,priach,priach,priach,0005,3.6,Y,Y,N,522,NA,NA,2022-11-06,2022
DG-B,Gavilanes,B,06/11/22,1,C,523,epibou,epibou,epibou,epiesp,0005,1.7,Y,Y,N,523,NA,NA,2022-11-06,2022
DG-B,Gavilanes,B,06/11/22,1,D,524,priach,priach,priach,priach,0005,3,Y,Y,N,522,NA,NA,2022-11-06,2022
DG-B,Gavilanes,B,06/11/22,1,D,525,priwal,pri?,priach,priach,0005,3.6,Y,Y,N,525,colectado,P. walkeri? llevado a la estacion,2022-11-06,2022
DG-B,Gavilanes,B,06/11/22,1,D,526,cralon,cralon,cralon,cralon,0005,3.1,Y,Y,N,521,NA,NA,2022-11-06,2022
DG-B,Gavilanes,B,06/11/22,4,A,527,cralon,cralon,cralon,cralon,0005,2.6,Y,Y,N,527,NA,NA,2022-11-06,2022
DG-B,Gavilanes,B,06/11/22,4,A,528,rhiala,rhiala,rhiala,rhiala,0005,3.5,Y,Y,N,528,NA,NA,2022-11-06,2022
DG-B,Gavilanes,B,06/11/22,4,A,529,priach,priach,priach,priach,0005,4.2,Y,Y,N,529,NA,NA,2022-11-06,2022
DG-B,Gavilanes,B,06/11/22,4,B,530,priach,priach,priach,priach,0005,2.9,Y,Y,N,530,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,1,A,531,priach,priach,priach,priach,0020 + 0005 + 0002,2.6,Y,Y,N,531,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,1,A,532,priach,priach,priach,priach,0020 + 0005 + 0002,2.2,Y,Y,N,522,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,1,B,533,priach,priach,priach,priach,0020 + 0005 + 0002,2.9,Y,Y,N,533,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,1,D,534,priach,priach,priach,priach,0020 + 0005 + 0002,3.7,Y,Y,N,534,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,2,B,535,priach,priach,priach,priach,0020 + 0005 + 0002,2.9,Y,Y,N,535,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,2,B,536,priach,priach,priach,priach,0020 + 0005 + 0002,2.6,Y,Y,N,536,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,2,B,537,priach,priach,priach,priach,0020 + 0005 + 0002,2.7,Y,Y,N,537,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,2,D,538,priach,priach,priach,priach,0020 + 0005 + 0002,3.9,Y,Y,N,538,NA,escapo uno del 2C,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,3,A,539,priach,priach,priach,priach,0020,2.6,Y,Y,N,539,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,3,B,540,epibou,epibou,epibou,epiesp,0020,1.6,Y,Y,N,523,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,3,B,541,cralon,cralon,cralon,cralon,0020,3.9,Y,Y,N,521,NA,no tiene una pata,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,3,B,542,priach,priach,priach,priach,0020,2.8,Y,Y,N,542,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,3,C,543,epibou,epibou,epibou,epiesp,0020,1.7,Y,Y,N,523,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,3,D,544,priach,priach,priach,priach,0020,2.9,Y,Y,N,544,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,3,D,545,priach,priach,priach,priach,0020,1.7,Y,Y,N,545,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,4,B,546,priach,priach,priach,priach,0020,3.8,Y,Y,N,522,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,4,B,547,priach,priach,priach,priach,0020,4,Y,Y,N,546,NA,NA,2022-11-06,2022
DG-V,Gavilanes,V,06/11/22,4,D,548,epibou,epibou,epibou,epiesp,0020,1.6,Y,Y,N,523,NA,NA,2022-11-06,2022
DG-C,Gavilanes,C,07/11/22,1,B,549,priach,priach,priach,priach,0003,4,Y,Y,N,549,muerto,colectado,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,1,C,550,priach,priach,priach,priach,0003,2.7,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,1,C,551,priach,priach,priach,priach,0003,2.8,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,1,A,552,priach,priach,priach,priach,0003,2.8,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,1,C,553,priach,priach,priach,priach,0003,2.7,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,1,C,554,priach,priach,priach,priach,0003,2.6,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,1,D,555,priach,priach,priach,priach,0003,2.4,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,1,D,556,priach,priach,priach,priach,0003,3.5,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,1,D,557,priach,priach,priach,priach,0003,3.7,Y,Y,N,557,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,A,558,priach,priach,priach,priach,0003,3.5,Y,Y,N,557,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,A,559,priach,priach,priach,priach,0003,3.1,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,A,560,priach,priach,priach,priach,0003,2.8,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,B,561,priach,priach,priach,priach,0003,4.3,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,C,562,priach,priach,priach,priach,0003,2.1,Y,Y,N,562,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,C,563,priach,priach,priach,priach,0003,2.2,Y,Y,N,562,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,C,564,priach,priach,priach,priach,0003,2.8,Y,Y,N,564,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,D,565,priach,priach,priach,priach,0003,4.2,Y,Y,N,549,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,D,566,priach,priach,priach,priach,0003,2.3,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,D,567,priach,priach,priach,priach,0003,2.2,Y,Y,N,567,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,D,568,priach,pri?,priach,priach,0003,3.1,Y,Y,N,568,NA,verificar achatinus,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,D,569,priach,priach,priach,priach,0003,2.7,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,D,570,priach,priach,priach,priach,0003,2.4,Y,Y,N,570,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,D,571,priach,priach,priach,priach,0003,3.1,Y,Y,N,571,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,2,D,572,priach,priach,priach,priach,0003,3.6,Y,Y,N,549,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,3,A,573,priach,priach,priach,priach,0003,2.4,Y,Y,N,549,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,3,B,574,priach,priach,priach,priach,0003,2.2,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,3,C,575,priach,priach,priach,priach,0003,3.2,Y,Y,N,575,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,3,C,576,priach,priach,priach,priach,0003,2.9,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,3,C,577,priach,priach,priach,priach,0003,2.1,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,3,D,578,priach,priach,priach,priach,0003,2.7,Y,Y,N,578,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,3,C,579,priach,priach,priach,priach,0003,2.2,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,3,D,580,priach,priach,priach,priach,0003,1.7,Y,Y,N,570,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,4,A,581,priach,priach,priach,priach,0003,3.3,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,4,A,582,priach,priach,priach,priach,0003,1.6,Y,Y,N,551,muerto,muerto,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,4,A,583,priach,priach,priach,priach,0003,2.7,Y,Y,N,583,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,4,A,584,priach,priach,priach,priach,0003,3.7,Y,Y,N,583,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,4,A,585,priach,priach,priach,priach,0003,3.7,Y,Y,N,557,NA,NA,2022-11-07,2022
DG-C,Gavilanes,C,07/11/22,4,C,586,priach,priach,priach,priach,0003,3.2,Y,Y,N,570,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,1,A,587,priach,priach,priach,priach,0020 + 0003 + 0002,2.5,Y,Y,N,557,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,1,A,588,priach,priach,priach,priach,0002,2.5,Y,Y,N,588,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,1,A,589,priach,priach,priach,priach,0002,3.6,Y,Y,N,589,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,1,A,590,priach,priach,priach,priach,0002,2.7,Y,Y,N,570,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,1,A,591,priach,priach,priach,priach,0002,3,Y,Y,N,562,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,1,C,592,priach,priach,priach,priach,0002,3.4,Y,Y,N,562,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,2,A,593,priach,priach,priach,priach,0002,2.9,Y,Y,N,593,colectado,llevado a la USFQ,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,2,B,594,priach,priach,priach,priach,0002,2.5,Y,Y,N,594,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,2,B,595,priach,priach,priach,priach,0002,3,Y,Y,N,595,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,2,B,596,priach,priach,priach,priach,0002,3.1,Y,Y,N,594,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,2,B,597,priach,priach,priach,priach,0002,2.7,Y,Y,N,594,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,2,B,598,priach,priach,priach,priach,0002,2.7,Y,Y,N,594,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,2,C,599,priach,priach,priach,priach,0002,3.1,Y,Y,N,594,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,2,D,600,priach,priach,priach,priach,0002,2.8,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,2,D,601,priach,priach,priach,priach,0002,3.7,Y,Y,N,601,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,3,A,602,priach,priach,priach,priach,0002,2.7,Y,Y,N,550,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,3,B,603,priach,priach,priach,priach,0002,2.2,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,3,B,604,priach,priach,priach,priach,0002,1.8,Y,Y,N,604,colectado,llevado a la USFQ,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,3,C,605,priach,priach,priach,priach,0002,2.7,Y,Y,N,557,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,3,C,606,priach,priach,priach,priach,0002,4.2,Y,Y,N,557,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,4,A,607,priach,priach,priach,priach,0002,2.4,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,4,B,608,priach,priach,priach,priach,0002,2.5,Y,Y,N,571,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,4,B,609,priach,priach,priach,priach,0002,2.8,Y,Y,N,594,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,4,C,610,priach,priach,priach,priach,0002,2.4,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,4,C,611,priach,priach,priach,priach,0002,2.8,Y,Y,N,557,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,4,C,612,priach,priach,priach,priach,0002,2.7,Y,Y,N,551,NA,NA,2022-11-07,2022
DG-N,Gavilanes,N,07/11/22,4,C,613,priach,priach,priach,priach,0002,3.7,Y,Y,N,571,NA,NA,2022-11-07,2022
DG-V,Gavilanes,V,08/11/22,1,B,614,priach,priach,priach,priach,0020,2.6,Y,Y,N,614,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,1,B,615,priach,priach,priach,priach,0020,2.2,Y,Y,N,R97,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,1,B,616,priach,priach,priach,priach,0020,2.5,Y,Y,N,614,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,1,C,617,epibou,epibou,epibou,epiesp,0020,1.5,Y,Y,N,617,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,1,D,618,pri?,pri?,prilaticlavius,prilatic,0020,2.6,Y,Y,N,618,colectado,llevado a la USFQ,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,2,A,619,priach,priach,priach,priach,0020,2.8,Y,Y,N,614,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,2,B,620,priach,priach,priach,priach,0020,2.6,Y,Y,N,614,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,2,B,621,priach,priach,priach,priach,0020,2.6,Y,Y,N,614,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,2,D,622,priach,priach,priach,priach,0020,2.6,Y,Y,N,614,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,3,A,623,priach,priach,priach,priach,0020,2.7,Y,Y,N,623,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,3,A,624,priach,priach,priach,priach,0020,2.4,Y,Y,N,614,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,3,B,625,epibou,epibou,epibou,epiesp,0020,2,Y,Y,N,617,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,3,C,626,priach,priach,priach,priach,0020,2.7,Y,Y,N,R97,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,4,A,627,priach,priach,priach,priach,0020,2.8,Y,Y,N,R101,NA,NA,2022-11-08,2022
DG-V,Gavilanes,V,08/11/22,4,B,628,epibou,epibou,epibou,epiesp,0020,1.8,Y,Y,N,617,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,1,A,629,epibou,epibou,epibou,epiesp,0005,1.6,Y,Y,N,617,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,1,A,630,cralon,cralon,cralong,cralon,0005,3.1,Y,Y,N,630,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,1,B,631,rhahae,rha?,rhahae,rhahae,0005,9,Y,Y,N,631,NA,rhaebo haematiticus,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,1,C,632,priach,priach,priach,priach,0005,3.7,Y,Y,N,R97,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,1,C,633,epibou,epibou,epibou,epiesp,0005,1.5,Y,Y,N,617,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,1,D,634,epibou,epibou,epibou,epiesp,0005,3.7,Y,Y,N,R101,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,2,B,635,priach,priach,priach,priach,0005,3.6,Y,Y,N,635,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,3,B,636,priach,priach,priach,priach,0005,2.5,Y,Y,N,614,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,3,C,637,rhiala,rhiala,rhiala,rhiala,0500 + 0005,4,Y,Y,N,637,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,4,A,638,priach,priach,priach,priach,0005,2.8,Y,Y,N,614,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,4,A,639,priach,priach,priach,priach,0005,2.7,Y,Y,N,R101,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,4,C,640,priach,priach,priach,priach,0500 + 0005,2.6,Y,Y,N,640,NA,NA,2022-11-08,2022
DG-B,Gavilanes,B,08/11/22,4,D,641,priach,priach,priach,priach,0005,3,Y,Y,N,R97,NA,NA,2022-11-08,2022
DG-C,Gavilanes,C,09/11/22,1,A,642,priach,priach,priach,priach,0003,2.9,Y,Y,N,642,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,1,A,643,priach,priach,priach,priach,0003,4.1,Y,Y,N,643,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,1,D,644,priach,priach,priach,priach,0003,2.3,Y,Y,N,642,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,1,D,645,priach,priach,priach,priach,0003,3.6,Y,Y,N,642,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,1,D,646,priach,priach,priach,priach,0003,2.7,Y,Y,N,R97,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,1,D,647,priach,priach,priach,priach,0003,2.8,Y,Y,N,642,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,1,D,648,priach,priach,priach,priach,0003,2.2,Y,Y,N,R97,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,1,D,649,priach,priach,priach,priach,0003,3.3,Y,Y,N,642,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,2,A,650,priach,priach,priach,priach,0003,2.6,Y,Y,N,650,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,2,B,651,priach,priach,priach,priach,0003,3.9,Y,Y,N,R99,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,2,C,652,pri?,pri?,prigrplacri,prisub,0003,2.6,Y,Y,N,652,colectado,"Pristimantis subsigillatus confirmado por sequencia - ni idea - JMG, llevado a USFQ",2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,2,D,653,priach,priach,priach,priach,0003,2.4,Y,Y,N,R97,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,3,A,654,priach,priach,priach,priach,0003,2.2,Y,Y,N,650,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,3,B,655,priach,priach,priach,priach,0003,2.5,Y,Y,N,642,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,3,C,656,priach,priach,priach,priach,0003,2.6,Y,Y,N,650,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,3,C,657,priach,priach,priach,priach,0003,2.6,Y,Y,N,642,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,3,C,658,priach,priach,priach,priach,0003,4.2,Y,Y,N,650,NA,NA,2022-11-09,2022
DG-C,Gavilanes,C,09/11/22,3,D,659,priach,priach,priach,priach,0003,2.6,Y,Y,N,R108,NA,NA,2022-11-09,2022
